Order ID,Customer ID,Platform,Order Date & Time,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,CustomerCountry,CustomerAddress,CustomerCity,CustomerName,CustomerType,CustomerPostCode,CustomerCountryCode,Currency,JobCustomer,Phone,OrderValue,OrderPaymentMethod,OrderDeliveryMethod,OrderTotalItems,productName,productInfo,productId,productBrand,productType,productImageUrl
ORD000056,CUST5554,JioMart,08:29.5,25,Fruits & Vegetables,657,Packaging could be better.,3,No,No,Russia,"7 John Dãy, Thị xã JohnPhường, 493522",JohnXã,Bảo Mai Bùi,Vip,335168,TO,MKD,Lập trình viên,+84-21-918302,"₫77,736.79",Exchange,Standard,10,dang.com,Vẫn mà dưới để giữa của cái đang.,PROD29219,Bùi và đối tác Công ty Trách nhiệm hữu hạn,Beauty,https://dummyimage.com/587x233
ORD000540,CUST7624,Swiggy Instamart,35:29.5,31,Personal Care,1209,Packaging could be better.,3,No,No,Croatia,"172 Mai Tổ, Thị xã JohnPhường, 255203",JohnHuyện,Quý cô Ánh Dương,Diamond,812960,DZ,XAF,Kỹ sư nông nghiệp,+84 50 1816889,₫23.52,Money,Standard,1,pham.biz,Các thế với thì có cái.,PROD90360,Trần và Lê Công ty Cổ phần,Mobile,https://dummyimage.com/457x283
ORD000173,CUST4770,JioMart,43:29.5,34,Dairy,121,Wrong item delivered.,1,No,Yes,Saint Vincent and the Grenadines,"5 Jane Hẻm, JohnThị xã, 814493",JaneHuyện,Quý cô Khoa Dương,Gold,726571,RW,SRD,Chuyên viên phân tích thị trường,+84 29 8590517,₫74.31,Visa,Fast,3,mai.org,Với các hoặc các gần nơi tại.,PROD49160,Lê và Phạm Công ty TNHH,Wallets,https://placekitten.com/109/732
ORD000391,CUST1626,Swiggy Instamart,01:29.5,36,Beverages,197,Good quality products.,4,No,No,Argentina,"707 Hoàng Ngõ, JaneXã, 179401",Huyện JaneHuyện,Huy Mai Phạm,Sliver,514866,LT,AFN,Giám đốc kinh doanh,+84 19 3119540,₫0.45,Money,Fast,7,hoang.info,Từ điều từ thì có cũng.,PROD60593,Mai và đối tác Công ty TNHH MTV,Fashion,https://placekitten.com/638/487
ORD000166,CUST8397,Blinkit,50:29.5,35,Beverages,863,Quick and reliable!,5,No,No,Somalia,"97 Jane Dãy, Thành phố JohnThị xã, 357085",JohnThị xã,Quý cô Mai Phạm,Sliver,677960,TH,TWD,Sales Representative,01 0007790,₫316.02,Money,VIP,5,nguyen.info,Đến cái dưới về.,PROD88407,Dương Tập Đoàn,Mobile,https://picsum.photos/599/490
ORD000145,CUST4946,Blinkit,11:29.5,42,Personal Care,959,Delivery person was rude.,2,Yes,Yes,Germany,"3 Đặng Số, JohnQuận, 996865",JohnThị xã,Trung Mai Bảo Dương,Vip,858147,MD,GGP,Điều Dưỡng,+84-74-483 5503,₫70.29,Exchange,Standard,2,vu.com,Và khiến cái vì vì vẫn.,PROD10859,Mai Lê Doanh nghiệp tư nhân,Food,https://placekitten.com/595/583
ORD000508,CUST3503,JioMart,18:29.5,31,Fruits & Vegetables,294,"Very late delivery, not happy.",2,No,Yes,Papua New Guinea,"9 John Đường, Thành phố JohnHuyện, 440918",Thị xã JaneThị xã,Trung Trí Vũ,Bronze,430110,MU,ANG,Nhà thiết kế đồ họa,+84 25 8847659,₫96.32,Visa,VIP,7,dang.com,Từ vài tại là.,PROD16793,Dương Tập Đoàn,Food,https://dummyimage.com/768x781
ORD000449,CUST4680,JioMart,59:29.5,39,Dairy,552,Quick and reliable!,5,No,No,Israel,"395 Jane Khu, Thành phố JaneXã, 905551",JohnPhường,Hà Bảo Đặng,Sliver,423125,TV,CUC,Giám đốc kinh doanh,+84-67-332364,₫83.09,Visa,VIP,5,pham.com,Có về tự khiến.,PROD81015,Dương Tập Đoàn,Laptop,https://dummyimage.com/833x245
ORD000011,CUST1520,JioMart,32:29.5,25,Fruits & Vegetables,553,"Fast delivery, great service!",5,No,No,Sri Lanka,"924 Phạm Số, JohnThành phố, 658436",JanePhường,Hưng Đặng,Diamond,605948,GW,PEN,Chuyên viên bảo mật,(04)633-7762,₫2.53,MasterCard,Standard,10,tran.info,Với mà không hoặc không theo gần.,PROD63199,Bùi Vũ Công ty Hợp danh,Wallets,https://picsum.photos/335/733
ORD000330,CUST8007,JioMart,07:29.5,39,Dairy,157,Excellent experience!,5,No,No,Romania,"JohnThành phố, 77 John Làng, 422249",JaneHuyện,Quý cô Hà Lê,Bronze,758254,WS,AWG,Tư vấn khách hàng,+84-52-351 4547,₫332.40,MasterCard,Standard,10,hoang.biz,Vài bạn cái mỗi.,PROD87673,Trần Tập Đoàn,Wallets,https://picsum.photos/533/268
ORD000415,CUST9308,Swiggy Instamart,23:29.5,26,Fruits & Vegetables,204,Good quality products.,4,No,No,Slovakia,"21 Jane Làng, Thị xã JohnPhường, 797952",JaneQuận,Vân Đặng,Bronze,295449,BJ,NGN,Sales Representative,(00)982-8107,"₫54,792.97",Exchange,Fast,2,mai.com,Được để làm từ điều số mà.,PROD85376,Dương Vũ Công ty TNHH MTV,Fashion,https://dummyimage.com/54x580
ORD000246,CUST4566,JioMart,54:29.5,32,Snacks,90,Packaging could be better.,3,No,No,France,"978 Jane Làng, JaneThành phố, 875350",JohnHuyện,Hạnh Quang Nguyễn,Gold,181678,WS,PAB,Chuyên viên bảo mật,(08)413-6131,"₫1,179.31",Visa,VIP,8,vu.info,Đúng người từng từng nhiều bạn vậy.,PROD42571,Dương và Vũ Công ty Hợp danh,Laptop,https://picsum.photos/560/910
ORD000262,CUST2113,Swiggy Instamart,01:29.5,29,Grocery,683,Very satisfied with the service.,5,No,No,Iceland,"3 Mai Đường, JaneThị xã, 363081",JaneQuận,Quang Đặng,Sliver,274784,LA,NOK,Nhân viên lễ tân,+84 45 5813440,₫304.98,MasterCard,Standard,10,hoang.com,Khi người có tôi và sau.,PROD79531,Vũ Đặng Công ty Trách nhiệm hữu hạn,Fashion,https://dummyimage.com/125x349
ORD000007,CUST2679,JioMart,22:29.5,22,Personal Care,1693,"Fast delivery, great service!",5,No,No,Lithuania,"3 Phạm Ngõ, JaneThành phố, 306842",JohnPhường,Hải Phạm,Diamond,506714,KE,EGP,Kiến trúc sư,06 6094 4051,₫744.82,Money,Standard,5,dang.org,Để giống có hoặc vẫn có vài sẽ.,PROD64353,Hoàng và đối tác Công ty TNHH,Baby,https://placekitten.com/1010/513
ORD000303,CUST5905,Blinkit,55:29.5,33,Snacks,491,Delivery person was rude.,2,No,Yes,Poland,"35 Jane Ngõ, JohnXã, 334402",Thị xã JohnPhường,Nam Đặng,Diamond,604571,SL,PYG,Lập trình viên,05 4497 1427,"₫5,454.11",MasterCard,VIP,3,hoang.com,Thay hơn trong bạn theo đi.,PROD20760,Hoàng Công ty Trách nhiệm hữu hạn,Appliances,https://dummyimage.com/167x641
ORD000073,CUST6313,Swiggy Instamart,11:29.5,35,Dairy,425,"Fast delivery, great service!",5,No,No,Somalia,"0 Mai Ngõ, JohnXã, 300130",Quận JaneHuyện,Bà Phương Lê,Vip,567663,FJ,CUC,Lập trình viên,+84-41-222 6216,₫53.72,Money,VIP,5,nguyen.com,Cho trong về các.,PROD16072,Dương và Dương Công ty TNHH MTV,Other,https://picsum.photos/275/47
ORD000444,CUST9445,Blinkit,16:29.5,21,Personal Care,1017,"Fast delivery, great service!",5,No,No,United States,"7 Jane Khu, JaneHuyện, 318686",Thị xã JaneThành phố,Lan Vũ,Diamond,406872,,JEP,Kiến trúc sư phần mềm,+84-20-753 8580,"₫40,023.72",Money,Fast,9,mai.com,Từ nơi đến trong để như.,PROD67200,Hoàng Nguyễn Công ty Hợp danh,Fashion,https://placekitten.com/416/485
ORD000245,CUST5861,Blinkit,09:29.5,24,Snacks,426,Very satisfied with the service.,5,No,No,The Gambia,"8 John Ngõ, JaneQuận, 165335",JanePhường,Vi Phạm,Diamond,128604,CA,MRO,Lập trình viên,+84-77-918159,₫30.46,Money,Fast,6,vu.biz,Vẫn sẽ là người một.,PROD92610,Hoàng và đối tác Công ty TNHH,Food,https://picsum.photos/611/295
ORD000084,CUST9179,Blinkit,32:29.5,10,Beverages,910,Very satisfied with the service.,5,No,No,Dominican Republic,"366 Jane Tổ, Quận JohnThành phố, 295351",Huyện JohnQuận,Nhật Đức Hoàng,Diamond,469681,MM,IQD,Nhà phân tích dữ liệu,(03)404-3758,₫937.47,Visa,Standard,5,pham.com,Khi sau tự nào bên hơn nhiều về.,PROD18599,Trần và đối tác Công ty Trách nhiệm hữu hạn,Food,https://picsum.photos/776/477
ORD000082,CUST6155,Blinkit,45:29.5,36,Personal Care,1848,Good quality products.,4,No,No,Belize,"5 Bùi Tổ, Thị xã JohnThị xã, 810751",JaneThị xã,Bà Hạnh Trần,Diamond,523398,MV,TTD,Trưởng phòng kinh doanh,09 8753850,"₫59,308.35",Exchange,Standard,10,nguyen.org,Tự hoặc có nơi sau.,PROD97071,Trần Doanh nghiệp tư nhân,Tech,https://placekitten.com/321/234
ORD000149,CUST2133,Blinkit,15:29.5,42,Fruits & Vegetables,617,Excellent experience!,5,Yes,No,United Arab Emirates,"7 Jane Hẻm, Quận JaneThành phố, 679014",Huyện JaneHuyện,Nhiên Đức Dương,Vip,593385,QA,XPF,Giảng viên,07 8370695,"₫6,042.02",MasterCard,Fast,8,duong.com,Dưới như điều thay.,PROD24561,Phạm và Nguyễn Công ty TNHH,Beauty,https://picsum.photos/336/42
ORD000542,CUST8657,Swiggy Instamart,04:29.5,35,Fruits & Vegetables,636,Very satisfied with the service.,5,No,No,Angola,"879 Jane Dãy, Quận JohnThị xã, 955144",JohnPhường,Nhật Văn Dương,Vip,543016,SO,XPF,Nghệ sĩ,(04)430-6823,₫874.60,Exchange,Standard,8,duong.com,Có như thay cái dưới để được.,PROD37222,Đặng Đặng Công ty Trách nhiệm hữu hạn,Food,https://picsum.photos/175/1012
ORD000236,CUST1035,Swiggy Instamart,37:29.5,43,Grocery,897,"Easy to order, loved it!",5,Yes,No,Belgium,"7 Trần Đường, JohnXã, 585312",JaneThị xã,Dũng Thị Đặng,Gold,441417,MG,NGN,Biên dịch viên,(03)826-7099,"₫2,507.05",Money,Fast,7,vu.info,Từ nhiều vì trong.,PROD16562,Bùi và Nguyễn Công ty Hợp danh,Mobile,https://placekitten.com/337/485
ORD000433,CUST8043,Blinkit,36:29.5,30,Snacks,91,Wrong item delivered.,1,No,Yes,Mexico,"6 Nguyễn Số, JohnXã, 818587",Huyện JaneXã,Tùng Hoàng,Sliver,208290,KI,CUC,Tư vấn khách hàng,+84-60-896706,₫916.88,Exchange,Standard,4,hoang.com,Hơn gần đang tôi đã dưới.,PROD33888,Vũ Công ty Hợp danh,Laptop,https://picsum.photos/949/18
ORD000549,CUST8022,Blinkit,35:29.5,24,Snacks,138,"Easy to order, loved it!",5,No,No,Central African Republic,"4 Nguyễn Khu, Thị xã JaneThành phố, 646837",JaneHuyện,Ánh Bùi,Bronze,229094,TJ,LRD,Nông dân,03 5680756,₫1.34,Visa,Fast,4,vu.com,Hơn này đang các.,PROD82015,Mai và đối tác Công ty TNHH MTV,Mobile,https://placekitten.com/282/676
ORD000079,CUST5386,JioMart,35:29.5,35,Beverages,276,Excellent experience!,5,No,No,Madagascar,"37 Hoàng Ngõ, JaneXã, 857918",Thành phố JaneThành phố,Quý cô Duyên Lê,Vip,904525,TO,GNF,Chuyên viên tín dụng,06 7986 5839,"₫12,205.86",Visa,VIP,9,hoang.info,Thì nhưng nào để nếu làm.,PROD97232,Mai Trần Công ty TNHH,Wallets,https://picsum.photos/270/114
ORD000533,CUST4595,JioMart,47:29.5,32,Personal Care,1233,"Very late delivery, not happy.",2,No,Yes,Iceland,"303 John Hẻm, Huyện JohnPhường, 804713",JaneHuyện,Chi Hoàng,Bronze,300378,GA,BWP,Thư ký pháp lý,(06) 3380 9538,₫115.87,Money,Fast,9,hoang.net,Cũng đúng làm cũng.,PROD69139,Trần và Lê Công ty Cổ phần,Beauty,https://dummyimage.com/718x530
ORD000375,CUST4164,Swiggy Instamart,21:29.5,11,Fruits & Vegetables,451,Delivery person was rude.,2,No,Yes,Malta,"87 Mai Hẻm, Thị xã JohnPhường, 803915",JaneThị xã,Chị An Đặng,Bronze,833587,TW,GHS,Tester,+84-68-666904,₫5.71,Visa,Fast,5,hoang.info,Nào có các nhưng đi.,PROD10092,Dương và Hoàng Công ty TNHH,Fashion,https://dummyimage.com/734x771
ORD000031,CUST6514,Swiggy Instamart,08:29.5,8,Beverages,757,Excellent experience!,5,No,No,Botswana,"11 Vũ Làng, Thành phố JohnHuyện, 945563",JaneThị xã,Hoàng Lê,Gold,361941,NL,GTQ,Kỹ sư xây dựng,(01)641-6627,₫396.65,Visa,Fast,8,duong.com,Từ để đó và nhiều đi.,PROD60749,Lê và Vũ Công ty TNHH,Beauty,https://picsum.photos/661/837
ORD000146,CUST2290,JioMart,01:29.5,32,Snacks,155,"Very late delivery, not happy.",2,No,Yes,Republic of the Congo,"Thành phố JohnPhường, 306 Trần Dãy, 644461",Quận JaneQuận,Nam Tấn Dương,Bronze,517810,DM,KYD,Điều Dưỡng,(03)575-5890,"₫5,138.42",Money,VIP,8,pham.com,Cách người cách được.,PROD51980,Mai Công ty Trách nhiệm hữu hạn,Laptop,https://picsum.photos/312/451
ORD000133,CUST3646,Blinkit,06:29.5,29,Beverages,580,Very satisfied with the service.,5,No,No,Palau,"2 Jane Ngõ, Quận JohnQuận, 514566",Huyện JohnPhường,Quý cô Khoa Lê,Bronze,235894,PA,SAR,Tester,02 4262310,"₫32,829.48",MasterCard,Fast,3,duong.org,Không này như thì có.,PROD53175,Mai Trần Công ty TNHH,Food,https://picsum.photos/407/218
ORD000370,CUST6728,JioMart,32:29.5,10,Fruits & Vegetables,556,Packaging could be better.,3,No,No,Japan,"10 Đặng Hẻm, JohnThành phố, 614022",JaneHuyện,Bác Châu Dương,Sliver,780006,CU,KRW,DevOps Engineer,05 0072 2638,₫9.58,Visa,Standard,10,dang.com,Vậy từ không với không các.,PROD61041,Vũ Tập Đoàn,Other,https://picsum.photos/666/596
ORD000411,CUST6409,Blinkit,59:29.5,20,Fruits & Vegetables,659,Wrong item delivered.,1,No,Yes,France,"89 John Hẻm, Huyện JaneHuyện, 941760",Huyện JaneThành phố,Quý cô Duyên Hoàng,Bronze,182884,NI,KGS,Kỹ sư giám sát,(07)864-0234,₫4.87,Money,Fast,1,mai.com,Này đó bên theo tự giống.,PROD77383,Dương Mai Doanh nghiệp tư nhân,Tech,https://dummyimage.com/685x842
ORD000371,CUST6000,Swiggy Instamart,09:29.5,34,Snacks,378,"Not fresh, disappointed.",2,No,Yes,Portugal,"8 Trần Dãy, Thành phố JaneHuyện, 839506",Thị xã JaneThành phố,Hải Quang Hoàng,Gold,946586,CO,ALL,Kỹ sư phần mềm,(03) 6880 8531,₫982.98,Visa,Standard,4,vu.com,Đang như người không lớn thế một.,PROD48143,Đặng và đối tác Tập Đoàn,Beauty,https://dummyimage.com/1018x839
ORD000074,CUST1916,Swiggy Instamart,30:29.5,33,Snacks,284,"Very late delivery, not happy.",2,No,Yes,Comoros,"7 Mai Số, Thị xã JohnXã, 714455",Quận JohnPhường,Cô Ngọc Lê,Vip,213532,KG,KPW,Nhân viên ngân hàng,+84 49 2713734,"₫40,250.99",MasterCard,Standard,5,mai.com,Được bên của chỉ khiến.,PROD90982,Phạm Công ty Hợp danh,Wallets,https://dummyimage.com/328x121
ORD000040,CUST8527,JioMart,11:29.5,36,Dairy,632,Quick and reliable!,5,No,No,Iran,"06 John Khu, Quận JanePhường, 631205",JaneHuyện,Nhiên Dương,Gold,880353,ZW,BRL,Digital Marketer,(01)600-5228,"₫51,035.79",Visa,Fast,7,pham.com,Rất từ nơi về của thế vậy.,PROD19512,Đặng và Vũ Công ty TNHH MTV,Fashion,https://placekitten.com/1024/681
ORD000091,CUST9830,Blinkit,18:29.5,8,Personal Care,183,Very satisfied with the service.,5,No,No,Sri Lanka,"529 Jane Số, JaneHuyện, 841268",JohnPhường,Hạnh Quang Đặng,Vip,335270,EE,SYP,Nông dân,+84-01-081992,₫8.80,Visa,Standard,1,duong.net,Chỉ tự thì lớn để.,PROD08061,Bùi Công ty Trách nhiệm hữu hạn,Fashion,https://picsum.photos/823/22
ORD000071,CUST5422,JioMart,48:29.5,25,Dairy,641,"Not fresh, disappointed.",2,No,Yes,Saint Lucia,"946 John Làng, JohnQuận, 131260",JaneThị xã,Cô Khoa Hoàng,Diamond,493153,LU,PGK,Bác sĩ,03 6092546,₫5.08,Visa,Standard,6,duong.com,Lớn mỗi giữa có dưới cho và.,PROD68566,Vũ và Nguyễn Tập Đoàn,Other,https://placekitten.com/718/194
ORD000003,CUST5506,JioMart,21:29.5,25,Beverages,599,Items missing from order.,2,No,Yes,Austria,"9 Jane Tổ, Thành phố JaneThành phố, 456266",JaneThị xã,Quý cô Khoa Bùi,Sliver,554789,EE,KPW,Giáo viên,(01) 2962 4567,₫467.44,Money,Fast,8,vu.com,Dưới vì này cho có mà khi.,PROD94815,Phạm và đối tác Doanh nghiệp tư nhân,Tech,https://picsum.photos/438/58
ORD000558,CUST8449,Blinkit,40:29.5,35,Personal Care,1702,"Horrible experience, never ordering again.",1,No,Yes,United Kingdom,"824 Vũ Ngõ, JaneHuyện, 940714",JohnThành phố,Nhiên Đức Dương,Bronze,899626,DZ,GHS,Giám đốc kinh doanh,+84-45-255 1759,₫315.12,Money,VIP,1,dang.com,Khi sau với không bên vẫn sau và.,PROD54060,Đặng Lê Công ty Trách nhiệm hữu hạn,Tech,https://placekitten.com/0/404
ORD000273,CUST4346,Blinkit,28:29.5,20,Fruits & Vegetables,439,Wrong item delivered.,1,No,Yes,Japan,"697 Trần Dãy, JohnThị xã, 732182",Quận JohnThành phố,Anh Dũng Bùi,Vip,136142,HR,SDG,Nhân viên kinh doanh,04 0919 0182,₫3.95,Visa,VIP,1,pham.com,Vài số cũng của.,PROD45888,Lê và Vũ Công ty TNHH,Mobile,https://placekitten.com/94/588
ORD000186,CUST8953,Blinkit,54:29.5,14,Fruits & Vegetables,112,"Easy to order, loved it!",5,No,No,Singapore,"682 Hoàng Tổ, JaneThị xã, 247767",JohnThị xã,Cô Chi Đặng,Gold,783382,MK,VEF,Biên dịch viên,02 1441307,₫27.97,Money,Fast,1,dang.com,Làm với theo như.,PROD47154,Mai và Hoàng Công ty Cổ phần,Fashion,https://picsum.photos/877/848
ORD000164,CUST8177,Swiggy Instamart,28:29.5,19,Snacks,468,Very satisfied with the service.,5,No,No,Iran,"2 Dương Dãy, Thị xã JaneHuyện, 880116",Quận JohnThành phố,Chị Hồng Lê,Sliver,683553,ET,CZK,Nhân viên ngân hàng,+84 57 1570390,₫675.97,Visa,VIP,4,duong.com,Rất sẽ đã để có nào cũng.,PROD13765,Dương và Dương Công ty Hợp danh,Wallets,https://dummyimage.com/199x53
ORD000557,CUST4467,Blinkit,31:29.5,18,Fruits & Vegetables,431,Items missing from order.,2,No,Yes,Uruguay,"133 Jane Hẻm, JaneXã, 243674",JohnThành phố,Hưng Phạm,Sliver,648429,AL,NPR,Chuyên viên tín dụng,(05)874-1665,₫66.35,Visa,Fast,9,dang.com,Với vài người tự tại dưới.,PROD39791,Mai Bùi Công ty Trách nhiệm hữu hạn,Beauty,https://picsum.photos/482/426
ORD000080,CUST2084,Swiggy Instamart,15:29.5,24,Dairy,147,Very satisfied with the service.,5,No,No,Saint Lucia,"7 John Hẻm, Thành phố JohnXã, 705436",Quận JohnXã,Hà Trí Đặng,Sliver,333696,NP,MDL,Nông dân,+84-66-452720,₫114.29,MasterCard,Fast,6,hoang.net,Như từng sẽ nhiều nhiều.,PROD15847,Dương và Dương Công ty Hợp danh,Laptop,https://dummyimage.com/253x430
ORD000366,CUST8711,Swiggy Instamart,19:29.5,14,Snacks,62,Items missing from order.,2,No,Yes,San Marino,"479 Phạm Đường, JohnQuận, 374843",Thành phố JaneThị xã,Quý cô Mai Bùi,Diamond,404750,NO,JPY,Kỹ sư sản xuất,+84-02-425595,₫992.85,MasterCard,VIP,6,le.info,Để để hoặc như.,PROD10851,Bùi Doanh nghiệp tư nhân,Food,https://picsum.photos/811/507
ORD000408,CUST6967,Swiggy Instamart,22:29.5,32,Snacks,164,"Very late delivery, not happy.",2,No,Yes,Israel,"88 Jane Ngõ, Huyện JohnThành phố, 524561",Thành phố JaneThị xã,Trọng Bảo Bùi,Diamond,744836,KW,NAD,Y tá,02 8757477,₫519.79,MasterCard,VIP,1,nguyen.com,Với một rất chỉ với.,PROD80264,Nguyễn và Bùi Công ty TNHH MTV,Laptop,https://picsum.photos/608/336
