TransactionID,ItemName,Category,Quantity,UnitPrice,TotalCost,PurchaseDate,Supplier,Buyer
TXN033,Nonitor,lectronics,18,296.04,5328.72,2024-01-14,TechMart Inc.,Kevin Adams
TXN034,DesR Chair,Furnitureu,3,106.75,320.25,2024-04-20,CloudSoft Corp.,Dawn Padilla
TXN035,AnnZal Software License,Softwre,1,5563.23,5563.23,2024-10-26,TechMart Inc.,Laura White
TXN036,Notepad9,Stationry,13,2.62,34.06,2024-10-19,OfficeSupplies Co.,Stephanie Bennett
TXN037,Pinter Ink,Stationerys,8,12.63,101.04,2024-09-11,OfficeSupplies Co.,Rebecca Bell
TXN038,WhiteboardP,Furnituret,2,124.14,248.28,2024-05-08,FurniWorks Ltd.,Jessica Hodges
TXN039,1aptop,ElectronicsY,4,989.93,3959.72,2024-10-06,FurniWorks Ltd.,Nicole Clay
TXN040,rinter,ElectronicsT,3,170.05,510.15,2024-09-02,QuickDeliver Ltd.,Rebecca Bell
TXN041,Phinter Ink,StatiWnery,8,13.86,110.88,2024-06-13,OfficeSupplies Co.,Dawn Padilla
TXN042,WhiteboardM,Furnitre,3,108.27,324.81,2024-08-25,FurniWorks Ltd.,Kayla Hanson
TXN043,Laptopt,Ele4tronics,9,832.13,7489.17,2024-04-27,TechMart Inc.,Kayla Hanson
TXN044,StZpler,Office Suppliesw,16,13.07,209.12,2024-01-03,TechMart Inc.,Jasmine Mcgee
TXN045,Lptop,Electronics5,12,835.25,10023.0,2024-08-05,QuickDeliver Ltd.,Laura White
TXN046,StaplMr,Ozfice Supplies,11,14.43,158.73,2024-04-10,CloudSoft Corp.,Stephanie Bennett
TXN047,Monitorf,ElWctronics,20,227.87,4557.4,2024-05-01,FurniWorks Ltd.,Noah Long
TXN048,Notepjd,Statinery,15,2.36,35.4,2024-01-16,QuickDeliver Ltd.,Melissa Mckee
TXN049,Staper,Offie Supplies,11,6.42,70.62,2024-08-01,OfficeSupplies Co.,Amy Warner
TXN050,Dsk Chair,FurniturM,16,163.77,2620.32,2024-02-27,QuickDeliver Ltd.,Kelly Joseph
TXN051,Whieboard,Fuwniture,10,122.34,1223.4,2024-07-31,CloudSoft Corp.,Kevin Adams
TXN052,Lapcop,ElectrRnics,1,876.63,876.63,2024-05-09,FurniWorks Ltd.,Dawn Padilla
TXN053,Printef,ElectroniYs,9,240.89,2168.01,2024-07-06,QuickDeliver Ltd.,Laura White
TXN054,La3top,ElectronicsJ,14,812.03,11368.42,2024-01-01,QuickDeliver Ltd.,Laura White
TXN055,Des6 Chair,Furnituce,20,183.44,3668.8,2024-12-08,TechMart Inc.,Jessica Hodges
TXN056,DeHk Chair,Furnitureo,3,116.49,349.47,2024-09-24,QuickDeliver Ltd.,Dawn Padilla
TXN057,Labtop Bag,Accessorie,5,21.65,108.25,2024-02-04,FurniWorks Ltd.,Dawn Padilla
TXN058,Printer 1nk,StatioIery,17,11.86,201.62,2024-11-28,FurniWorks Ltd.,Kelly Joseph
TXN059,Desk Chairc,Furiture,20,149.45,2989.0,2024-07-10,CloudSoft Corp.,Kayla Hanson
TXN060,MonitorB,Electrnics,11,348.44,3832.84,2024-05-28,FurniWorks Ltd.,Stephanie Bennett
TXN061,Lapto,Electronocs,20,920.32,18406.4,2024-11-17,TechMart Inc.,Dawn Padilla
TXN062,Pinter,Electroncs,5,292.98,1464.9,2024-08-20,QuickDeliver Ltd.,Lisa Parks
TXN063,WhitDboard,Frniture,18,167.63,3017.34,2024-05-02,CloudSoft Corp.,Rebecca Bell
TXN064,Sapler,Office SuppliesE,13,14.39,187.07,2024-10-29,OfficeSupplies Co.,Kelly Joseph
TXN065,StaplerY,Office Suppliesz,3,6.34,19.02,2024-05-02,CloudSoft Corp.,Kelly Joseph
TXN066,Monior,Eletronics,5,227.26,1136.3,2024-06-30,QuickDeliver Ltd.,Dawn Padilla
TXN067,Notepa,Stationeryp,12,2.2,26.4,2024-06-15,OfficeSupplies Co.,Todd James
TXN068,Desk Cair,FurnitureH,15,163.45,2451.75,2024-04-08,QuickDeliver Ltd.,Todd James
TXN069,NotepadC,Statiinery,10,1.38,13.8,2024-11-30,CloudSoft Corp.,Nicole Clay
TXN070,Desk Cair,Furniture1,11,118.0,1298.0,2024-03-19,OfficeSupplies Co.,Walter Pena
TXN071,Staler,Office 5upplies,7,14.31,100.17,2024-02-03,OfficeSupplies Co.,Melissa Mckee
TXN072,NStepad,tationery,5,1.97,9.85,2024-05-20,TechMart Inc.,Kevin Adams
TXN073,Lapthp,Electronicsn,2,979.47,1958.94,2024-08-13,TechMart Inc.,Jasmine Mcgee
TXN074,Lapto Bag,Acessories,5,46.27,231.35,2024-05-20,FurniWorks Ltd.,Luis Holland
TXN075,5tapler,Office Supples,8,10.97,87.76,2024-12-27,QuickDeliver Ltd.,Jasmine Mcgee
TXN076,LaAtop,Elctronics,2,903.12,1806.24,2024-02-04,TechMart Inc.,Noah Long
TXN077,PrinteL,3lectronics,18,281.14,5060.52,2024-10-06,OfficeSupplies Co.,Jessica Hodges
TXN078,Notepad9,Stationesy,5,2.55,12.75,2024-02-12,TechMart Inc.,Amy Warner
TXN079,Printer Ifk,StationeSy,4,10.43,41.72,2024-09-01,FurniWorks Ltd.,Nicole Clay
TXN080,Priiter,Electrmnics,6,189.82,1138.92,2024-11-15,QuickDeliver Ltd.,Todd James
TXN081,MonitorQ,Electronics0,12,299.72,3596.64,2024-02-27,FurniWorks Ltd.,Walter Pena
TXN082,Stpler,Office Suppliesc,12,12.08,144.96,2024-01-10,CloudSoft Corp.,Dawn Padilla
TXN083,Annual 5oftware License,Softare,1,9357.86,9357.86,2024-12-02,TechMart Inc.,Lisa Parks
TXN084,Annual Softwaro License,SoftwareS,1,7221.2,7221.2,2024-09-04,TechMart Inc.,Barry Johnson
TXN085,Whitebard,FurnitureT,19,124.01,2356.19,2024-05-22,QuickDeliver Ltd.,Luis Holland
TXN086,WhiBeboard,Furnitre,5,153.07,765.35,2024-03-07,TechMart Inc.,Aaron Hopkins
TXN087,DTsk Chair,FurnitureI,15,165.58,2483.7,2024-04-29,TechMart Inc.,Amy Warner
TXN088,Annual Software Licenseq,Sovtware,1,5555.59,5555.59,2024-04-20,OfficeSupplies Co.,Amy Warner
TXN089,hiteboard,Furniture4,6,150.57,903.42,2024-07-23,TechMart Inc.,Lisa Parks
TXN090,Lptop,E2ectronics,6,832.8,4996.8,2024-11-06,CloudSoft Corp.,Laura White
TXN091,Desk Chair0,Funiture,15,195.46,2931.9,2024-09-09,QuickDeliver Ltd.,Amy Warner
TXN092,StapleY,Office upplies,7,11.95,83.65,2024-09-19,QuickDeliver Ltd.,Barry Johnson
TXN093,Monitgr,Elehtronics,4,246.9,987.6,2024-11-05,CloudSoft Corp.,Todd James
TXN094,LaptopK,ElectronicsS,7,900.44,6303.08,2024-08-29,CloudSoft Corp.,Barry Johnson
TXN095,DeTk Chair,Furnituve,12,181.86,2182.32,2024-02-21,QuickDeliver Ltd.,Rebecca Bell
TXN096,Desk Char,Furnitune,1,153.21,153.21,2024-03-15,TechMart Inc.,Kelly Joseph
TXN097,Desk ChairF,FurAiture,2,109.08,218.16,2024-08-23,CloudSoft Corp.,Laura White
TXN098,aptop Bag,Accessories8,12,21.39,256.68,2024-09-16,OfficeSupplies Co.,Luis Holland
TXN099,Annual Software Licens,Saftware,1,9534.43,9534.43,2024-04-29,FurniWorks Ltd.,Stephanie Bennett
TXN100,Laptp Bag,Acessories,10,20.4,204.0,2024-11-23,QuickDeliver Ltd.,Jasmine Mcgee
TXN101,Laptop Bag4,Accessoriesc,17,24.34,413.78,2024-10-05,OfficeSupplies Co.,Todd James
TXN102,Pringer,Electroncs,1,214.63,214.63,2024-08-02,TechMart Inc.,Walter Pena
TXN103,Annual Softwre License,Softwar,1,8578.72,8578.72,2024-10-04,TechMart Inc.,Nicole Clay
TXN104,PrUnter Ink,StationCry,11,11.27,123.97,2024-08-29,CloudSoft Corp.,Jasmine Mcgee
TXN105,Lapto,Electronicst,1,848.76,848.76,2024-12-25,CloudSoft Corp.,Nicole Clay
TXN106,Whiteboardq,Furnitur,6,115.95,695.7,2024-12-24,OfficeSupplies Co.,Walter Pena
TXN107,Whitebjard,Furnitue,2,124.67,249.34,2024-08-09,TechMart Inc.,Melissa Mckee
TXN108,Laptop Bagw,AcFessories,16,23.11,369.76,2024-08-25,FurniWorks Ltd.,Stephanie Bennett
TXN109,Printr,Electronicss,6,286.22,1717.32,2024-10-06,OfficeSupplies Co.,Aaron Hopkins
TXN110,Whiteboardv,FurQiture,14,175.56,2457.84,2024-08-17,FurniWorks Ltd.,Todd James
TXN111,Lapop Bag,Acessories,20,27.36,547.2,2024-03-08,TechMart Inc.,Noah Long
TXN112,Annual Sotware License,Sofware,1,7628.02,7628.02,2024-06-06,QuickDeliver Ltd.,Barry Johnson
TXN113,Stapler0,Office Sudplies,19,11.32,215.08,2024-07-11,QuickDeliver Ltd.,Todd James
TXN114,Notepad6,StationeryU,15,2.49,37.35,2024-01-02,TechMart Inc.,Kayla Hanson
TXN115,Desk ChairS,Frniture,18,150.2,2703.6,2024-04-26,TechMart Inc.,Kelly Joseph
TXN116,Wliteboard,Furwiture,19,174.66,3318.54,2024-08-12,QuickDeliver Ltd.,Amy Warner
TXN117,Printr,ElectronicsV,15,194.47,2917.05,2024-09-07,OfficeSupplies Co.,Kayla Hanson
TXN118,Printor Ink,S2ationery,16,19.45,311.2,2024-01-08,QuickDeliver Ltd.,Jessica Hodges
TXN119,5tapler,Offise Supplies,19,9.39,178.41,2024-12-19,TechMart Inc.,Cynthia Jenkins
TXN120,LaptopBag,Accessoies,12,38.94,467.28,2024-12-27,QuickDeliver Ltd.,Kelly Joseph
TXN121,Annual Softwae License,Sotware,1,6771.79,6771.79,2024-04-10,TechMart Inc.,Walter Pena
TXN122,Whiteboard4,Fprniture,2,186.73,373.46,2024-06-19,OfficeSupplies Co.,Luis Holland
TXN123,Sta9ler,Office Suppliesp,16,12.78,204.48,2024-02-20,CloudSoft Corp.,Stephanie Bennett
TXN124,Notepa,Stationeryk,1,2.72,2.72,2024-03-30,FurniWorks Ltd.,Barry Johnson
TXN125,Desf Chair,Furnitue,6,118.67,712.02,2024-01-20,TechMart Inc.,Melissa Mckee
TXN126,LLptop,Electronicsv,4,994.88,3979.52,2024-04-03,FurniWorks Ltd.,Laura White
TXN127,Pinter Ink,Stationry,3,18.63,55.89,2024-05-11,CloudSoft Corp.,Barry Johnson
TXN128,St4pler,OfTice Supplies,8,12.92,103.36,2024-07-31,FurniWorks Ltd.,Walter Pena
TXN129,Priner Ink,StatioUery,10,14.97,149.7,2024-05-01,QuickDeliver Ltd.,Amy Warner
TXN130,aptop Bag,Acessories,10,26.48,264.8,2024-04-20,CloudSoft Corp.,Luis Holland
TXN131,MoAitor,Electronicsx,11,301.04,3311.44,2024-05-18,QuickDeliver Ltd.,Luis Holland
TXN132,Sapler,Office Suppliest,16,13.81,220.96,2024-12-16,FurniWorks Ltd.,Luis Holland
TXN133,Annual Software License5,SZftware,1,8878.61,8878.61,2024-09-20,QuickDeliver Ltd.,Barry Johnson
TXN134,Lavtop,Electronicsn,17,830.68,14121.56,2024-04-21,OfficeSupplies Co.,Todd James
TXN135,DeskpChair,Furnitue,5,106.3,531.5,2024-12-28,CloudSoft Corp.,Melissa Mckee
TXN136,PrinterInk,Stationey,5,14.07,70.35,2024-04-23,TechMart Inc.,Laura White
TXN137,Laptgp,ElectronicsF,13,825.83,10735.79,2024-03-14,CloudSoft Corp.,Rebecca Bell
TXN138,Laptop BagU,ccessories,14,44.92,628.88,2024-10-28,FurniWorks Ltd.,Jessica Hodges
TXN139,MoWitor,Electrnics,13,239.84,3117.92,2024-09-24,QuickDeliver Ltd.,Luis Holland
TXN140,Printer Ink2,Statinnery,8,11.53,92.24,2024-02-29,OfficeSupplies Co.,Cynthia Jenkins
TXN141,Annual SoftFare License,Softwa5e,1,5452.69,5452.69,2024-05-12,FurniWorks Ltd.,Cynthia Jenkins
TXN142,Annual Softare License,Sotware,1,6342.34,6342.34,2024-06-27,CloudSoft Corp.,Jasmine Mcgee
TXN143,StaplerX,Office Suppliesb,13,8.92,115.96,2024-04-09,TechMart Inc.,Kevin Adams
TXN144,Lapop Bag,Accessoies,18,41.98,755.64,2024-06-12,TechMart Inc.,Kelly Joseph
TXN145,Desk ChairI,FuPniture,9,117.69,1059.21,2024-11-27,CloudSoft Corp.,Jasmine Mcgee
TXN146,Desk Chairz,Furniture2,18,108.01,1944.18,2024-12-11,OfficeSupplies Co.,Cynthia Jenkins
TXN147,Desk Chair5,Furniturek,16,132.2,2115.2,2024-10-26,QuickDeliver Ltd.,Laura White
TXN148,Desk Chir,FurRiture,17,128.36,2182.12,2024-10-11,FurniWorks Ltd.,Laura White
TXN149,Priner,ElectroniDs,5,237.86,1189.3,2024-11-15,CloudSoft Corp.,Dawn Padilla
TXN150,Annual Software LicenHe,Softwar6,1,8719.36,8719.36,2024-10-02,OfficeSupplies Co.,Amy Warner
TXN151,Laptop Bagn,AccessoriesJ,10,32.96,329.6,2024-07-17,OfficeSupplies Co.,Aaron Hopkins
TXN152,Annual Softwae License,SoftwareS,1,9331.61,9331.61,2024-08-01,FurniWorks Ltd.,Kayla Hanson
TXN153,Laptopr,Electroics,2,917.39,1834.78,2024-08-14,CloudSoft Corp.,Jessica Hodges
TXN154,Laptop BagQ,AccessoriesS,15,21.46,321.9,2024-07-20,CloudSoft Corp.,Melissa Mckee
TXN155,LSptop Bag,Acessories,11,25.81,283.91,2024-03-13,TechMart Inc.,Todd James
TXN156,Printer Inkn,StGtionery,2,13.97,27.94,2024-05-29,FurniWorks Ltd.,Noah Long
TXN157,Annual Softeare License,Spftware,1,9193.59,9193.59,2024-07-27,OfficeSupplies Co.,Walter Pena
TXN158,Ntepad,StationeryK,16,1.71,27.36,2024-03-06,CloudSoft Corp.,Kelly Joseph
TXN159,Printerl,Electronicsl,3,291.78,875.34,2024-02-03,OfficeSupplies Co.,Dawn Padilla
TXN160,Desk ChairA,FurnitureT,18,121.29,2183.22,2024-04-23,OfficeSupplies Co.,Aaron Hopkins
TXN161,tapler,OfficesSupplies,6,6.38,38.28,2024-04-05,OfficeSupplies Co.,Amy Warner
TXN162,Stapleru,Office SupLlies,11,9.93,109.23,2024-06-13,QuickDeliver Ltd.,Amy Warner
TXN163,Printer nk,StationeryL,6,19.54,117.24,2024-11-07,OfficeSupplies Co.,Luis Holland
TXN164,Annual Software Licensey,Sftware,1,5335.46,5335.46,2024-05-29,OfficeSupplies Co.,Jessica Hodges
TXN165,Printert,Electrnics,6,182.93,1097.58,2024-06-06,CloudSoft Corp.,Todd James
TXN166,L9ptop,Elyctronics,4,955.86,3823.44,2024-05-12,CloudSoft Corp.,Barry Johnson
TXN167,Laptp Bag,AccessoriesX,7,35.33,247.31,2024-08-08,CloudSoft Corp.,Dawn Padilla
TXN168,LaptoI Bag,AccessoriesZ,7,42.79,299.53,2024-06-04,QuickDeliver Ltd.,Dawn Padilla
TXN169,Mowitor,Electroniys,9,285.63,2570.67,2024-11-27,TechMart Inc.,Melissa Mckee
TXN170,LaptopL,Electronicsr,6,941.67,5650.02,2024-03-28,CloudSoft Corp.,Walter Pena
TXN171,Desk ChairG,FurnitureE,3,117.51,352.53,2024-04-21,OfficeSupplies Co.,Dawn Padilla
TXN172,Desk Cha6r,Furnitre,6,168.75,1012.5,2024-07-20,QuickDeliver Ltd.,Cynthia Jenkins
TXN173,Dek Chair,Frniture,14,128.44,1798.16,2024-06-07,FurniWorks Ltd.,Amy Warner
TXN174,Laptop Bagl,Accessories7,10,40.54,405.4,2024-09-27,OfficeSupplies Co.,Lisa Parks
TXN175,Annul Software License,SoftwarC,1,9836.53,9836.53,2024-11-26,TechMart Inc.,Amy Warner
TXN176,Monior,Electrwnics,12,333.18,3998.16,2024-12-23,TechMart Inc.,Nicole Clay
TXN177,NoVepad,Statinery,17,1.86,31.62,2024-11-10,CloudSoft Corp.,Laura White
TXN178,S8apler,Office SuppliesE,15,6.83,102.45,2024-03-11,QuickDeliver Ltd.,Lisa Parks
TXN179,Whieboard,Furniturex,4,132.46,529.84,2024-12-13,CloudSoft Corp.,Stephanie Bennett
TXN180,Laptop2,Electrrnics,8,851.63,6813.04,2024-07-23,TechMart Inc.,Dawn Padilla
TXN181,Laptopj,ElecRronics,8,840.47,6723.76,2024-11-26,OfficeSupplies Co.,Jasmine Mcgee
TXN182,Notepad1,tationery,11,2.1,23.1,2024-07-15,FurniWorks Ltd.,Laura White
TXN183,Desk Chair9,FurnitureO,20,187.22,3744.4,2024-09-02,FurniWorks Ltd.,Amy Warner
TXN184,Annual Software Licensef,Softare,1,9909.24,9909.24,2024-06-20,OfficeSupplies Co.,Melissa Mckee
TXN185,WhiteboardC,Eurniture,6,163.03,978.18,2024-06-11,FurniWorks Ltd.,Rebecca Bell
TXN186,NotepadI,Statioery,13,2.53,32.89,2024-09-29,FurniWorks Ltd.,Jessica Hodges
TXN187,Moni9or,ECectronics,11,346.16,3807.76,2024-03-02,CloudSoft Corp.,Amy Warner
TXN188,Whiteboard6,Furnture,18,165.31,2975.58,2024-04-26,OfficeSupplies Co.,Walter Pena
TXN189,Monitorq,El3ctronics,18,331.2,5961.6,2024-03-24,QuickDeliver Ltd.,Lisa Parks
TXN190,Notepadb,Stationey,2,1.89,3.78,2024-01-20,FurniWorks Ltd.,Lisa Parks
TXN191,Wh6teboard,Furnture,17,153.8,2614.6,2024-05-19,OfficeSupplies Co.,Luis Holland
TXN192,NotepadN,Stationerya,13,1.06,13.78,2024-07-29,CloudSoft Corp.,Dawn Padilla
TXN193,LaptopqBag,Accessoriesa,6,33.32,199.92,2024-02-05,QuickDeliver Ltd.,Todd James
TXN194,onitor,ElectronicsW,13,307.02,3991.26,2024-03-11,QuickDeliver Ltd.,Todd James
TXN195,Anual Software License,SofAware,1,8614.0,8614.0,2024-12-03,OfficeSupplies Co.,Kayla Hanson
TXN196,Whiteboard8,Frniture,7,187.64,1313.48,2024-02-20,CloudSoft Corp.,Jasmine Mcgee
TXN197,tapler,Office SuppliesL,18,5.85,105.3,2024-08-06,FurniWorks Ltd.,Rebecca Bell
TXN198,Notead,Sationery,9,2.84,25.56,2024-03-07,QuickDeliver Ltd.,Nicole Clay
TXN199,Whiteboardu,Furnitureu,19,198.95,3780.05,2024-12-02,QuickDeliver Ltd.,Stephanie Bennett
TXN200,Printe,Electronicsb,20,220.48,4409.6,2024-05-07,TechMart Inc.,Dawn Padilla
TXN201,tapler,Office SuppliesK,11,9.9,108.9,2024-04-16,OfficeSupplies Co.,Luis Holland
TXN202,Printer Inkg,Stationery6,20,10.21,204.2,2024-04-27,FurniWorks Ltd.,Laura White
TXN203,Sapler,Ofice Supplies,15,8.99,134.85,2024-02-28,OfficeSupplies Co.,Aaron Hopkins
TXN204,Notepad2,Stationdry,9,2.2,19.8,2024-11-10,FurniWorks Ltd.,Kayla Hanson
TXN205,Stapleri,Office Suplies,17,12.61,214.37,2024-06-11,QuickDeliver Ltd.,Melissa Mckee
TXN206,Whitebward,Furniturex,5,159.04,795.2,2024-04-22,OfficeSupplies Co.,Jasmine Mcgee
TXN207,Notepd,Station2ry,1,2.25,2.25,2024-04-02,OfficeSupplies Co.,Aaron Hopkins
TXN208,Staper,Office SupClies,10,6.92,69.2,2024-04-21,OfficeSupplies Co.,Nicole Clay
TXN209,Whiteboad,Furniure,2,189.27,378.54,2024-06-29,OfficeSupplies Co.,Luis Holland
TXN210,Lapop,Electronicsz,14,838.27,11735.78,2024-01-05,CloudSoft Corp.,Cynthia Jenkins
TXN211,Stapmer,Office Supplieso,16,11.36,181.76,2024-03-21,CloudSoft Corp.,Walter Pena
TXN212,StaplerX,Office Suppliesw,7,8.9,62.3,2024-10-06,OfficeSupplies Co.,Walter Pena
TXN213,Whiteboardn,FuJniture,19,109.37,2078.03,2024-03-06,QuickDeliver Ltd.,Jessica Hodges
TXN214,Desk Char,Eurniture,8,181.38,1451.04,2024-03-02,FurniWorks Ltd.,Laura White
TXN215,Notead,Sationery,17,1.34,22.78,2024-05-20,OfficeSupplies Co.,Laura White
TXN216,Desk Ckair,Eurniture,7,164.7,1152.9,2024-02-21,QuickDeliver Ltd.,Kayla Hanson
TXN217,NotepadS,StatioPery,13,2.23,28.99,2024-03-25,OfficeSupplies Co.,Lisa Parks
TXN218,No7epad,tationery,2,1.76,3.52,2024-02-22,QuickDeliver Ltd.,Kelly Joseph
TXN219,Stpler,Office SuppliesI,14,8.34,116.76,2024-11-26,FurniWorks Ltd.,Nicole Clay
TXN220,Nonitor,Electtonics,10,267.91,2679.1,2024-07-10,TechMart Inc.,Melissa Mckee
TXN221,Latop,ElectronicsJ,11,808.22,8890.42,2024-09-02,TechMart Inc.,Rebecca Bell
TXN222,Printr,Electro5ics,2,270.8,541.6,2024-10-18,CloudSoft Corp.,Stephanie Bennett
TXN223,Annual 5oftware License,Sofware,1,8876.25,8876.25,2024-11-04,OfficeSupplies Co.,Todd James
TXN224,rinter Ink,Stationey,14,15.95,223.3,2024-08-12,TechMart Inc.,Jasmine Mcgee
TXN225,StaAler,Office Supplie,17,12.26,208.42,2024-03-24,CloudSoft Corp.,Lisa Parks
TXN226,Laptp,ElectronicsJ,4,920.27,3681.08,2024-12-04,OfficeSupplies Co.,Stephanie Bennett
TXN227,Laptop Bag0,Ac2essories,20,33.38,667.6,2024-09-18,TechMart Inc.,Todd James
TXN228,Dsk Chair,Furnitue,19,120.67,2292.73,2024-01-25,CloudSoft Corp.,Amy Warner
TXN229,Desk Clair,Furniure,10,155.66,1556.6,2024-10-15,FurniWorks Ltd.,Rebecca Bell
TXN230,Printer1,ElectronicsW,4,175.06,700.24,2024-10-14,TechMart Inc.,Lisa Parks
TXN231,PrinterOInk,Sttionery,11,16.66,183.26,2024-04-13,TechMart Inc.,Kelly Joseph
TXN232,M7nitor,ElectronicsK,15,381.95,5729.25,2024-05-11,OfficeSupplies Co.,Jasmine Mcgee
TXN233,Staplerl,Office SupplieZ,15,9.75,146.25,2024-11-08,FurniWorks Ltd.,Walter Pena
TXN234,StapFer,Office Suppliese,12,8.0,96.0,2024-09-22,FurniWorks Ltd.,Lisa Parks
TXN235,Stpler,Ofice Supplies,14,12.62,176.68,2024-02-29,FurniWorks Ltd.,Kayla Hanson
TXN236,Lptop Bag,Accessyries,1,20.72,20.72,2024-07-03,FurniWorks Ltd.,Jasmine Mcgee
TXN237,WhiteboardM,Furciture,8,164.12,1312.96,2024-02-21,CloudSoft Corp.,Kevin Adams
TXN238,Printerz,Elctronics,9,254.32,2288.88,2024-08-26,TechMart Inc.,Kayla Hanson
TXN239,onitor,Electronic,20,271.03,5420.6,2024-09-09,FurniWorks Ltd.,Laura White
TXN240,Printer Inki,Stationeryo,11,15.66,172.26,2024-07-29,FurniWorks Ltd.,Amy Warner
TXN241,Motepad,SIationery,15,2.16,32.4,2024-03-14,QuickDeliver Ltd.,Jessica Hodges
TXN242,Laptop Bg,AccessoriesK,3,43.57,130.71,2024-11-14,TechMart Inc.,Barry Johnson
TXN243,Desu Chair,FurnitureI,9,170.05,1530.45,2024-03-17,TechMart Inc.,Kayla Hanson
TXN244,Notepadd,StationeryS,1,1.57,1.57,2024-01-27,TechMart Inc.,Cynthia Jenkins
TXN245,LYptop Bag,AccessOries,15,40.6,609.0,2024-09-02,FurniWorks Ltd.,Laura White
TXN246,Printep,ElFctronics,14,272.22,3811.08,2024-04-19,FurniWorks Ltd.,Luis Holland
TXN247,Printer InkI,Sttionery,14,14.19,198.66,2024-09-04,OfficeSupplies Co.,Kevin Adams
TXN248,Desk Chairj,Fubniture,19,165.29,3140.51,2024-07-23,OfficeSupplies Co.,Kayla Hanson
TXN249,NoOepad,Sationery,13,1.75,22.75,2024-05-28,OfficeSupplies Co.,Jessica Hodges
TXN250,Desk Char,FurnitureW,8,146.26,1170.08,2024-07-05,OfficeSupplies Co.,Nicole Clay
TXN251,Stapler7,Office Supplies6,19,6.33,120.27,2024-05-22,CloudSoft Corp.,Walter Pena
